Gene,column,Pearson Correlation,p_value,n,min_score,max_score,minus_log10_p,selected_candidate
FDX2,FDX2 (112812),0.13172075781317283,0.5395248341815411,24,-1.2136921937191374,-0.3492992848158172,0.26798856006396443,False
FDXR,FDXR (2232),0.05515605818651994,0.7979676190610426,24,-1.4224499216583348,0.0989325794838463,0.09801473164229625,False
FECH,FECH (2235),-0.3469878636016746,0.09667021303255077,24,-1.9692029769991144,-0.0855293112058621,1.0147073243495002,False
FEN1,FEN1 (2237),0.19276717738966462,0.36681552351810043,24,-1.5043536333469902,-0.0190461319044948,0.43555229340661367,False
FERMT2,FERMT2 (10979),0.21749538354479303,0.30729594900170315,24,-1.93031927907882,0.0148271486152707,0.5124431648910439,False
FGFR1,FGFR1 (2260),0.39702982387660346,0.05472940681786279,24,-1.3991558761707157,0.1804599372222515,1.261779258912584,False
FIP1L1,FIP1L1 (81608),-0.17984914649076217,0.4003867310185793,24,-1.4659909595785323,-0.0844137950760113,0.39752032365250584,False
FNBP4,FNBP4 (23360),-0.39351826948636714,0.05710575958043462,24,-1.2732084831592116,-0.2434788795940885,1.2433200874134227,False
FNTA,FNTA (2339),0.33900165019422124,0.10512352678629978,24,-1.5391843042888285,-0.773706846593509,0.9783000774062913,False
FNTB,FNTB (2342),-0.0068404761992977015,0.9746932407535039,24,-1.5884739900157718,0.0173396627858757,0.011132045645248598,False
FOXD4,FOXD4 (2298),0.11547591481368126,0.5910484528697365,24,-1.7089278147659464,-0.3297921927011492,0.228376915140042,False
FOXP4,FOXP4 (116113),-0.13264895370897142,0.5366454274075771,24,-1.1613076164966445,0.425678330510105,0.27031256677890836,False
FPGS,FPGS (2356),-0.2939576374176158,0.16324373348392307,24,-1.2594209350268115,0.1637733517166689,0.7871634812050374,False
FTH1,FTH1 (2495),-0.15509850084414772,0.47979032779467956,23,-1.4050887227928843,-0.157934895580859,0.3189485113238749,False
FTSJ3,FTSJ3 (117246),0.08508759726332923,0.6926155789775125,24,-1.329915239503853,-0.4312616328020493,0.15950774410640403,False
FXN,FXN (2395),-0.0263005901151845,0.9029081508087505,24,-1.2811069851967312,0.391321627037803,0.04435642645920931,False
FZR1,FZR1 (51343),0.24658314815670487,0.24541290355032486,24,-1.1226912815075998,0.0615575398363765,0.6101026062651848,False
GABPA,GABPA (2551),0.2360680141182607,0.2667654172954436,24,-1.08736207753311,-0.3937766894957381,0.5738704717990838,False
GABPB1,GABPB1 (2553),0.18419759032337124,0.3888994121177145,24,-1.0798094706557526,0.0959580957106586,0.41016271335607735,False
GAK,GAK (2580),-0.27037672141747093,0.20131347784886464,24,-1.3089153076517377,-0.1338983542791404,0.6961271483133044,False
GAPDH,GAPDH (2597),0.49666677685181404,0.01355556318600309,24,-1.9297351494464732,-0.2490143628475885,1.8678824342994707,True
GAR1,GAR1 (54433),0.299646548196023,0.15487288912717737,24,-1.5566323639339403,-0.3472289230197697,0.8100245998841048,False
GARS1,GARS1 (2617),-0.14853515543272705,0.4885087938434017,24,-1.7617428526598138,-0.6070448512332838,0.3111276139650871,False
GART,GART (2618),-0.22614079431612708,0.28798167293616556,24,-1.031901826827517,-0.0756463618222765,0.5406351497267152,False
GATA3,GATA3 (2625),-0.22354754278562666,0.2936933157865129,24,-1.25218945551656,0.1806986718364392,0.5321059375428008,False
GATB,GATB (5188),0.00432169521037731,0.9840101264205339,24,-1.0422875562484586,0.2205787404116046,0.007000432233363618,False
GBF1,GBF1 (8729),-0.09435502984435348,0.6609892485433246,24,-1.7802473935218224,-0.78295817446725,0.17980560456319644,False
GEMIN2,GEMIN2 (8487),0.1213622821777587,0.5721370690079204,24,-1.2360268819355666,-0.2627315105612396,0.2424999131956115,False
GEMIN4,GEMIN4 (50628),0.1929476665522349,0.3663583753267338,24,-1.099868638615807,-0.0338038362516308,0.436093875595953,False
GEMIN5,GEMIN5 (25929),-0.2750355645084825,0.19335407658330028,24,-2.388740835090333,-0.8430138818528925,0.7136466670407804,False
GEMIN6,GEMIN6 (79833),-0.12636607600147562,0.5562748705890894,24,-1.1447469948333375,-0.1797018945756068,0.2547105586300787,False
GEMIN7,GEMIN7 (79760),0.1659264984463924,0.4384158697674691,24,-1.1103108036131184,-0.1683312785841649,0.3581137336575868,False
GEMIN8,GEMIN8 (54960),-0.024584674233090062,0.9092162810964295,24,-1.376295947441088,-0.0531614362782426,0.04133279608055679,False
GET1,GET1 (7485),0.1987723297050798,0.3517834881521285,24,-1.1710605673897114,0.4170574136106464,0.4537245491102477,False
GET3,GET3 (439),0.16194962657467227,0.44962159065387386,24,-1.402623542741026,0.0451444073982393,0.34715284228618903,False
GFM1,GFM1 (85476),0.08376315400754736,0.6971778903513469,24,-1.0225613238434934,0.1966215603269452,0.1566563941533543,False
GFPT1,GFPT1 (2673),-0.21498092522438614,0.31305949156381524,24,-1.0907911438870297,-0.0336169812599519,0.5043731244254226,False
GGPS1,GGPS1 (9453),0.599651750368025,0.0019542976859890857,24,-2.032220848015895,0.0496151984984136,2.709009282206072,True
GGTLC2,GGTLC2 (91227),-0.0058595324791124795,0.9783214017784689,24,-1.536681651160243,-0.5650674470363559,0.009518445735725783,False
GINS1,GINS1 (9837),0.24935138880212132,0.23998263028692557,24,-3.040152307845851,-0.9774925503608344,0.6198201909697777,False
GINS2,GINS2 (51659),0.11937610496765114,0.578488195411639,24,-3.1733610359689592,-0.529053356482933,0.23770549880366323,False
GINS3,GINS3 (64785),0.04886576555246685,0.8206198486121801,24,-1.9953388866290669,-0.397806259488398,0.08585798281330158,False
GINS4,GINS4 (84296),-0.1738152742896589,0.41663613704405594,24,-2.6872804160352928,-0.8585410716297156,0.38024306410937386,False
GLRX3,GLRX3 (10539),-0.037416057838521116,0.8621990404996809,24,-1.342302015456826,0.1250879758298434,0.06439246478754226,False
GLRX5,GLRX5 (51218),-0.27947180866482,0.1859772814659654,24,-1.2144479241280184,0.1885568511476278,0.7305401049034792,False
GML,GML (2765),-0.28500726861241504,0.17704699637455784,24,-1.4485277796028375,0.3003096572179118,0.7519114367060414,False
GMNN,GMNN (51053),-0.0695566100883046,0.7467278244680677,24,-1.2740581903844286,-0.0258235364969416,0.12683766574981517,False
GMPPB,GMPPB (29925),0.2474215997312566,0.24375978181553104,24,-1.4978743439126236,-0.0053465710095168,0.6130379475134486,False
GMPS,GMPS (8833),-0.01700142646425319,0.9371529382269573,24,-1.7129595174844667,-0.0755582938859007,0.028189528847508753,False
GNB1L,GNB1L (54584),0.05854048196088227,0.7858437616845767,24,-1.2889239091067022,-0.020428907817286,0.10466379007125103,False
GNB2,GNB2 (2783),-0.19920447988756734,0.3507159326211233,24,-1.0109092282003684,0.1123912817898203,0.45504450417192654,False
GNG5,GNG5 (2787),-0.5328455530013783,0.00884904558229577,23,-1.668300804444526,0.009899107391839,2.053103567798731,False
GNL2,GNL2 (29889),0.19582381127415305,0.35911826301243494,24,-1.5433471427401262,-0.8534130128173834,0.44476250820213475,False
GNL3,GNL3 (26354),-0.06179964855386744,0.7742140486615531,24,-1.6761346209970602,-0.8510609151327633,0.11113895236499127,False
GNL3L,GNL3L (54552),-0.08561648556660817,0.6907965996014086,24,-1.277540843053644,-0.6161972487046075,0.1606498088839349,False
GOLGA6B,GOLGA6B (55889),0.2533183133965169,0.2435062603596505,23,-1.089056476539001,-0.0573589002796596,0.6134898689269608,False
GOSR2,GOSR2 (9570),-0.20887017480038236,0.3273399515312686,24,-1.3779015008786206,-0.5931590594419527,0.48500098622664156,False
GPAT2,GPAT2 (150763),-0.263893181013092,0.21275556456572356,24,-1.029232361342876,-0.106270365405623,0.6721190722371038,False
GPATCH1,GPATCH1 (55094),0.1635120329589923,0.4452012641080835,24,-1.803933224352122,-0.0949600433217609,0.351443611196301,False
GPKOW,GPKOW (27238),-0.3787856739234499,0.06795534470527774,24,-2.0817569162858094,-0.7095853333192703,1.1677763802158638,False
GPN1,GPN1 (11321),-0.2000928062852873,0.34852747595109757,24,-2.3406240695845733,-1.2018007754538171,0.45776297887563433,False
GPN2,GPN2 (54707),-0.01614745983346504,0.9403040611638576,24,-2.5949392165579783,-0.515125575010827,0.026731688173886915,False
GPN3,GPN3 (51184),0.2016580945320165,0.34469096515386694,24,-1.9199022725060089,-0.6791458152177479,0.46257009992609355,False
GPS1,GPS1 (2873),-0.014005137207264456,0.9482129215985885,24,-1.741051614157249,-0.4777248698822116,0.02309413070792123,False
GPX4,GPX4 (2879),-0.17671552782886835,0.40878099211599545,24,-1.5545119059690349,-0.0700119271920234,0.3885093066381619,False
GRB2,GRB2 (2885),-0.006339081007765063,0.9765476663324301,24,-2.580581254463012,0.1174541988397581,0.010306553482205365,False
GRPEL1,GRPEL1 (80273),-0.2535509422459701,0.23189608607538265,24,-1.670222692960385,-0.5885144208644661,0.6347065812896036,False
GRWD1,GRWD1 (83743),0.3393915224968663,0.10469860743123402,24,-1.8755067867901924,-0.194543636801985,0.9800590947199423,False
GSPT1,GSPT1 (2935),0.046241648385818436,0.8301120446255725,24,-2.8431238677879462,-0.4143294850465666,0.08086328463779154,False
GTF2A1,GTF2A1 (2957),-0.11314857132429078,0.5985985465468611,24,-1.393238346761425,-0.2988429407355378,0.22286434200208247,False
GTF2A2,GTF2A2 (2958),-0.23551035414985716,0.2679299806171604,24,-1.611858026931756,-0.7500375508702178,0.5719786873320841,False
GTF2B,GTF2B (2959),-0.15534957587994713,0.46854706449657185,24,-2.555020884058911,-1.49325964172215,0.32924677868324276,False
GTF2E1,GTF2E1 (2960),-0.45035157806769555,0.027218975325931535,24,-1.6629101776004582,-0.8869521236135757,1.565128228091902,False
GTF2E2,GTF2E2 (2961),-0.3384902614299101,0.10568281335218675,24,-1.7319214850856866,-1.1515859667508008,0.9759956340094706,False
GTF2F1,GTF2F1 (2962),-0.20171590967613373,0.3445497422342664,24,-1.40327973642192,-0.386710559457243,0.46274807065504686,False
GTF2F2,GTF2F2 (2963),-0.12607996953903064,0.5571764325201901,24,-1.2063077650918337,-0.2444524186983819,0.25400726167179244,False
GTF2H1,GTF2H1 (2965),-0.12431841321951514,0.562741872755117,24,-1.2287339311905217,-0.3945702528809204,0.24969076846088248,False
GTF2H3,GTF2H3 (2967),-0.0831058052691443,0.6994460588420732,24,-1.4043130362006648,-0.3973248997029675,0.1552457725953555,False
GTF2H4,GTF2H4 (2968),0.3285000012294843,0.11705367120267206,24,-1.555918654887378,-0.1462046873798572,0.9316149607964084,False
GTF3A,GTF3A (2971),-0.287782591082678,0.17268328820175216,24,-2.528476520802913,-0.3047772813189588,0.762749690185564,False
GTF3C1,GTF3C1 (2975),0.036373137944128484,0.8660057769194338,24,-1.5815636031248796,-0.4588905527318819,0.0624792108973596,False
GTF3C4,GTF3C4 (9329),0.3087575572969179,0.14210578803804194,24,-1.1332403598892251,-0.029118641150706,0.8473882326862558,False
GTF3C5,GTF3C5 (9328),0.1524174001119334,0.4770844998478309,24,-1.1267158424540085,-0.1873883142702283,0.32140469314534464,False
GTPBP4,GTPBP4 (23560),0.26815121968279965,0.2051929388470134,24,-2.726981871540705,-1.04506853216435,0.6878375883581843,False
GUK1,GUK1 (2987),0.20456688327946523,0.3376284084167839,24,-1.934783006636533,-0.4415681042997165,0.4715610185049606,False
H2AC12,H2AC12 (85235),0.01812700085330779,0.933000992507898,24,-1.4056457425521915,-0.6881842583951296,0.030117894259422788,False
H2AC15,H2AC15 (8330),-0.2917560609943548,0.16656673712883682,24,-2.3690368239986244,-1.091385948931056,0.7784117215588935,False
H2AC16,H2AC16 (8332),-0.06213285479290237,0.7730276714106659,24,-1.364210165127829,-0.6799132744165062,0.11180495973514822,False
H2AC17,H2AC17 (8336),-0.05898910032020905,0.7842402524797587,24,-1.6353251514519995,-0.8099816003909556,0.10555087055251415,False
H2AC20,H2AC20 (8338),-0.29045419805891354,0.1685538294539388,24,-1.9069550013527403,-0.3981861948528379,0.7732613760897807,False
H2AC6,H2AC6 (8334),-0.19793867506233517,0.35384829266143764,24,-1.2243322839941535,-0.6639406947264945,0.4511828955497654,False
H2AX,H2AX (3014),-0.2557374247413371,0.22775793233868824,24,-1.2697530397658356,-0.1261844444138839,0.642526488511146,False
H2AZ1,H2AZ1 (3015),-0.21619667345541974,0.3102645915792214,24,-1.085944191563912,-0.2539294672736621,0.5082677847097421,False
H2BC11,H2BC11 (8970),-0.05161957022445568,0.810684763973461,24,-2.9209725077196955,-0.869319379244782,0.09114798904567022,False
H2BC13,H2BC13 (8340),0.27118095782941193,0.21070603403633775,23,-1.0441420876343384,-0.4455179167730018,0.6763230272245428,False
H2BC15,H2BC15 (8341),-0.38697655477069504,0.0617445827314802,24,-2.524198476429513,-0.5331849856309232,1.2094011399797264,False
H2BC21,H2BC21 (8349),-0.1379888582980971,0.5300814151015789,23,-1.155373960925857,-0.1270530432192914,0.27565742207110494,False
H2BC4,H2BC4 (8347),-0.1663995436389679,0.43709297683434284,24,-2.980412777146987,-1.0641400898711058,0.3594261716540097,False
H2BC6,H2BC6 (8344),0.0014162577137837862,0.9947596859216202,24,-1.697225919065955,-0.6654879783398233,0.0022818234589480017,False
H2BC9,H2BC9 (8345),-0.2402959955173707,0.258041556714506,24,-2.534333597186465,-0.7675073610173948,0.5883103467559736,False
H3-3A,H3-3A (3020),-0.2344911928060815,0.2814927935901167,23,-2.1844911604354005,-0.978904147741029,0.550532718908932,False
HAPSTR1,HAPSTR1 (29035),0.0656581568839512,0.7605065526697607,24,-1.3397646304642576,0.4870675640844188,0.11889703963062924,False
HARS1,HARS1 (3035),-0.326344790771503,0.11961948555224046,24,-1.860115607420943,-0.9923696362225778,0.9221980696910379,False
HAUS1,HAUS1 (115106),0.14448763503212972,0.5005637140115098,24,-2.860948439866463,-0.3377931647153911,0.3005406357021019,False
HAUS2,HAUS2 (55142),-0.14420235951670732,0.5014188577201183,24,-1.1288512481754092,-0.3835309559585011,0.2997993368122205,False
HAUS3,HAUS3 (79441),0.053428246883929706,0.8041747782676729,24,-1.8492594587646456,-0.813345472640854,0.09464955201269538,False
HAUS4,HAUS4 (54930),0.12248057955458613,0.5685747474401186,24,-1.8594338692803567,-0.6327119725829219,0.2452124328815086,False
HAUS5,HAUS5 (23354),0.276185728196943,0.19142264301731549,24,-2.203216164686552,-0.6129522317569452,0.7180066916592597,False
HAUS6,HAUS6 (54801),0.12492282095423023,0.5608295050654905,24,-2.098033980694737,-0.5487943170254396,0.2511691463430071,False
HAUS7,HAUS7 (55559),0.17697899393752559,0.4080714993624576,24,-2.1004360588594357,-0.4523786898863453,0.3892637362775685,False
HAUS8,HAUS8 (93323),-0.15554480416764455,0.46798143794259783,24,-1.2702920865121912,-0.3834119965706453,0.32977137247924015,False
HCFC1,HCFC1 (3054),0.07423545091165985,0.7302900918509652,24,-2.303123809893444,-1.190220367745516,0.13650459157221861,False
HDAC3,HDAC3 (8841),0.13097905918051192,0.541830856097353,24,-1.8203784006612749,-0.1898371125167404,0.2661362664655717,False
HEATR1,HEATR1 (55127),0.0017497850078478094,0.9935256199160998,24,-2.801465168910279,-1.0324976263713788,0.00282092931437965,False
HGS,HGS (9146),-0.34974765112181483,0.09386989420090534,24,-1.8403943486359344,-0.4106921636657672,1.0274736716194846,False
HINFP,HINFP (25988),0.04293671686602953,0.8420996755022381,24,-2.163344577652556,-1.080380752595147,0.07463649999848665,False
HIRA,HIRA (7290),0.4672792300402134,0.02132007491558507,24,-1.3459386655175314,0.0904406208023066,1.6712112735963076,True
HJURP,HJURP (55355),0.11153726206727893,0.6038494649308516,24,-1.5030291531632072,-0.3888105486091167,0.2190713141903331,False
HMGA1,HMGA1 (3159),-0.3133205910863657,0.13600225033446703,24,-1.0894608746646903,-0.3290735028628496,0.8664539056021648,False
HMGCR,HMGCR (3156),-0.21524351975150494,0.3124545085863968,24,-2.3801085087502267,-0.4718234219136757,0.5052132042656838,False
HMGCS1,HMGCS1 (3157),-0.1746420344684521,0.41438852060251036,24,-3.214912744695848,-1.0058121066012098,0.38259228392893835,False
HMGN2,HMGN2 (3151),0.11323492745968124,0.606950666559022,23,-1.0874026213631809,-0.2715493719440336,0.21684660729689553,False
HNRNPA1,HNRNPA1 (3178),0.2870758402858375,0.17378736195781322,24,-1.318737967999007,-0.1030946929622769,0.759981809196611,False
HNRNPC,HNRNPC (3183),-0.33472775480771655,0.10986537407474621,24,-2.00630781352299,-0.6077515734412611,0.9591391612410711,False
HNRNPH1,HNRNPH1 (3187),0.09604022218810207,0.6552964109426804,24,-2.962591505100389,-0.0841788871901508,0.1835622106674805,False
HNRNPK,HNRNPK (3190),-0.3733019577525093,0.07237289359796874,24,-3.2588721557823472,-1.6800418754539974,1.140424063155233,False
HNRNPL,HNRNPL (3191),0.08806195796796687,0.6824077126940081,24,-1.7279585926815448,-0.646599952950224,0.16595607333889287,False
HNRNPM,HNRNPM (4670),-0.06308106077472997,0.7696543002397692,24,-1.6803512049186309,-0.342009902977801,0.11370429977664223,False
HNRNPU,HNRNPU (3192),0.10639651097001383,0.6207290259648668,24,-1.5849288574990168,-0.3091451477843403,0.2070979460571064,False
HSCB,HSCB (150274),0.15388618325955666,0.4727980704876449,24,-1.5798884188264193,0.1120101812729431,0.32532430450048655,False
HSD17B10,HSD17B10 (3028),0.020476152595063267,0.9243411748145602,24,-1.057691744412495,0.1203748460248049,0.03416770086746065,False
HSD17B12,HSD17B12 (51144),0.306958300602881,0.1445654214418461,24,-1.657308119721532,0.0004823959883971,0.8399355733820423,False
HSPA14,HSPA14 (51182),-0.08615320310399546,0.6889523893175071,24,-1.0777436594908978,0.4067162888772597,0.16181078937121782,False
HSPA5,HSPA5 (3309),-0.24073451298087933,0.25714739415953247,24,-1.7774873491423897,-0.5792362796432873,0.5898178723068028,False
HSPA8,HSPA8 (3312),0.04776123980672144,0.8246123421730037,24,-1.0809365953499537,0.0388453891268093,0.08375016929512993,False
HSPA9,HSPA9 (3313),-0.40922914287759754,0.047064752592962354,24,-3.128534501826847,-1.374188421663226,1.3273042199419294,False
HSPD1,HSPD1 (3329),0.004643968613023269,0.9828179100422101,24,-2.449888758180232,-0.9994410850587138,0.007526937904583785,False
HSPE1,HSPE1 (3336),0.07300501170755312,0.7346020554123687,24,-4.136428730460991,-2.7028071748425444,0.13394786083553728,False
HTATSF1,HTATSF1 (27336),0.21233948855624937,0.319184848951008,24,-1.193089947046169,-0.0224163605068233,0.49595773189881365,False
HUS1,HUS1 (3364),-0.16509433909311766,0.4407482271310175,24,-1.414274919995887,0.1323647376264684,0.35580942593451614,False
HUWE1,HUWE1 (10075),0.1058025423978971,0.6226915502221378,24,-1.418883461516704,-0.3328085885229518,0.2057270275125765,False
HYOU1,HYOU1 (10525),0.44194446221769934,0.030599938724706496,24,-1.544694322122964,-0.0469488491289568,1.5142794431768674,True
HYPK,HYPK (25764),-0.08630209792294316,0.68844107709729,24,-1.391502739945394,-0.2196734422578129,0.1621332245959879,False
IARS1,IARS1 (3376),0.11831616045896864,0.5818900983849287,24,-3.28945010063148,-1.4632352498169272,0.23515903282785416,False
IARS2,IARS2 (55699),-0.14051094240582426,0.5125487838038507,24,-1.4980402424568586,-0.3315782471851051,0.2902647926555612,False
ICE1,ICE1 (23379),-0.02887787983511217,0.8934442137983956,24,-1.8056789836187987,-0.4028150164640811,0.048932559438010316,False
ICE2,ICE2 (79664),0.3151367189928066,0.1336261306359118,24,-1.175724363716706,-0.0120399168021016,0.8741086071200398,False
IDH3A,IDH3A (3419),0.19402007075340563,0.36364897969749427,24,-1.1097700431356718,0.0331488713335553,0.4393176266058695,False
IER3IP1,IER3IP1 (51124),-0.07624871911128403,0.7232518958513322,24,-1.4171754490451127,0.0745999568079155,0.14071041926768366,False
IFITM3,IFITM3 (10410),0.06203503987033302,0.7785652614327099,23,-1.8304656478720016,-0.5738715550096545,0.10870497783934967,False
IGBP1,IGBP1 (3476),-0.15840127293141226,0.45974588450556414,24,-2.562175762675745,-0.8036008494219685,0.3374821497343082,False
IK,IK (3550),-0.6120150296473064,0.001481169413490358,24,-2.207460934501908,-1.0748130111285623,2.8293952648169722,False
IKBKG,IKBKG (8517),-0.20403269736410093,0.3389188881093384,24,-1.7413684010794823,0.3010114394105573,0.46990422705203916,False
ILF2,ILF2 (3608),0.4057877250228435,0.04913632638643214,24,-1.3959794370070924,-0.3014935207370453,1.3085973161046114,True
ILF3,ILF3 (3609),0.4050338467037721,0.04959947770185648,24,-1.7139923616571902,-0.393168615516464,1.3045228967435916,True
IMP3,IMP3 (55272),0.5327944026590477,0.007350411580595115,24,-2.0422960825834844,-0.7127223933715388,2.1336883422522925,True
IMP4,IMP4 (92856),0.05450562216367923,0.8003029368411545,24,-1.520385772258404,-0.3335840204527192,0.0967455893892261,False
IMPDH2,IMPDH2 (3615),0.06290710704493079,0.7702728625745578,24,-1.428624881975214,-0.1547872038313867,0.11335540246559134,False
INCENP,INCENP (3619),-0.07914676815650054,0.7131588234915222,24,-1.7406691302015744,-0.7596998501900225,0.14681374015549456,False
INO80,INO80 (54617),-0.36959261008323235,0.07548270892874244,24,-1.3453296832169523,-0.4310116201510263,1.1221525222366533,False
INTS1,INTS1 (26173),-0.1973437678075574,0.3553261094727936,24,-1.5772512828165957,-0.6148594218809971,0.4493728792448531,False
INTS11,INTS11 (54973),-0.2064958817591456,0.3329928484910151,24,-2.6887295293200024,-1.5414880191147535,0.47756509350341175,False
INTS12,INTS12 (57117),-0.22923065309214274,0.28126786071833043,24,-1.147545518087386,0.0572600205915565,0.5508798899823523,False
INTS14,INTS14 (81556),-0.10892362307732212,0.6124073869888684,24,-1.1427760746805684,-0.0811284462690613,0.21295957938926516,False
INTS2,INTS2 (57508),-0.1331530988961136,0.5350845100180256,24,-1.2836611763883523,-0.7621867371125597,0.27157762108903666,False
INTS3,INTS3 (65123),-0.2303017295906169,0.27896382242279694,24,-2.4110174530675907,-0.6676874696392964,0.5544521147941285,False
INTS4,INTS4 (92105),0.03757379267622803,0.9077070817489598,12,-2.310402047811465,-1.0129353371761445,0.04205427626276118,False
INTS5,INTS5 (80789),0.18634991357178438,0.38328339327697314,24,-1.8683009231540144,-0.6188508715392698,0.41647999724555496,False
INTS6,INTS6 (26512),0.19466079113579854,0.36203579732581126,24,-3.0508682531157136,0.1295474624377739,0.44124848523358834,False
INTS7,INTS7 (25896),-0.027785190602215022,0.8974549748894769,24,-1.463742478120145,-0.7169510445738734,0.04698733065778013,False
INTS8,INTS8 (55656),-0.009581955565410027,0.9645562892612437,24,-1.5666962668018958,-0.876757600125953,0.015672422864860338,False
INTS9,INTS9 (55756),-0.307047012830117,0.14444344335465986,24,-2.644944154222701,-1.2224057060505018,0.8403021670736293,False
IPO11,IPO11 (51194),-0.20416235413568146,0.3386053947666011,24,-2.6260555496463445,-0.6550133068416143,0.47030612685702483,False
IPO13,IPO13 (9670),0.0434421781387698,0.8402639947826329,24,-2.2000725460560355,-0.3901764105442866,0.0755842455276208,False
IPO7,IPO7 (10527),0.16772237992896064,0.4334049734517405,24,-1.387658409603736,-0.6204124951387033,0.36310610932849,False
IPO9,IPO9 (55705),0.30978737661097516,0.14071151645193786,24,-1.3370980586304555,0.155755558894004,0.8516703565322165,False
IPPK,IPPK (64768),-0.33412467873730206,0.1105469244209625,24,-1.1746324216340978,-0.0982346035573736,0.9564533356323965,False
IRS4,IRS4 (8471),-0.06674441695635516,0.7566599609825642,24,-1.1069527133088903,0.2489779312473195,0.12109924632104305,False
ISCU,ISCU (23479),-0.032553139938106164,0.8799731482370011,24,-2.50952564380274,-0.95335450353156,0.05553057983894538,False
ISG20L2,ISG20L2 (81875),0.4515324421343086,0.02676908896402123,24,-1.1517330360830278,-0.3649300254909661,1.5723664089636484,True
ISY1,ISY1 (57461),-0.1909954517716653,0.3713205321688955,24,-1.666305473587623,-0.6948472261023759,0.4302510357964231,False
ITGAV,ITGAV (3685),0.39397644269296234,0.056791256538996825,24,-1.8599436540545,-0.0408127813429969,1.2457185221967042,False
ITGB5,ITGB5 (3693),-0.004091775762508458,0.984860709551083,24,-1.3004185717018912,0.0211437339592961,0.006625188132806158,False
ITPA,ITPA (3704),0.3260370311392774,0.11998919346971616,24,-1.0475388355440527,0.0720314022913563,0.9208578658507578,False
JUN,JUN (3725),0.16671873221007402,0.43620156018920253,24,-1.045630806015768,0.0849625118339099,0.3603127853865033,False
KANSL1,KANSL1 (284058),-0.40830571058120185,0.047613788190564464,24,-1.381078727927141,-0.7314637248793262,1.3222672643391737,False
KANSL2,KANSL2 (54934),-0.01137072321282416,0.9579448802137096,24,-1.7709149234802195,-0.7188104502394722,0.0186594793428694,False
KANSL3,KANSL3 (55683),-0.42407556593161655,0.038898637895074,24,-1.806506268314572,-0.5673664632511168,1.4100656060010321,False
KARS1,KARS1 (3735),-0.28097978582648775,0.1835144103390944,24,-2.4043304785922914,-1.052337586822778,0.7363298274062835,False
KAT5,KAT5 (10524),0.41726600782770645,0.042492688356385415,24,-1.0569157345690985,-0.1994002049002848,1.3716857918238803,True
KAT8,KAT8 (84148),-0.2540486602414906,0.23094976858006358,24,-2.3786066385501163,-1.0008597347404,0.6364824685958356,False
KATNB1,KATNB1 (10300),0.23982494654073375,0.259004283372856,24,-1.0829082892315811,0.0418279930432515,0.5866930535642578,False
KCMF1,KCMF1 (56888),-0.3884893455043482,0.060646925359558124,24,-1.8889268254729692,-0.5775870518874177,1.2171912118332742,False
KCTD10,KCTD10 (83892),-0.10720640203332124,0.618057117160244,24,-2.231216840633855,0.3168159327345021,0.20897138814535152,False
KCTD5,KCTD5 (54442),-0.4205244671963197,0.0407416684152628,24,-1.39472932090211,0.7617982712915721,1.3899611901442563,False
KDM2A,KDM2A (22992),-0.12683892611041728,0.5547863051974344,24,-1.493630271520761,-0.1911053371218962,0.255874267949495,False
KDSR,KDSR (2531),0.3037375937324915,0.14904367618711806,24,-1.129810494843297,0.122784864160415,0.8266864460339146,False
KEAP1,KEAP1 (9817),-0.005639269760971316,0.9791361348552032,24,-1.5370582426374164,0.4826133121011225,0.009156921571588964,False
KHSRP,KHSRP (8570),-0.07159488079200775,0.7395533112959035,24,-1.177172321498096,0.1322605864689529,0.13103051407125402,False
KIF11,KIF11 (3832),-0.2721878087984758,0.19819335880754999,24,-3.8702455383789847,-2.0530229600853245,0.702910902229942,False
KIF14,KIF14 (9928),-0.5360478173566435,0.006933571919841088,24,-1.2111392239886438,-0.1923230089662629,2.1590429752827167,False
KIF18A,KIF18A (81930),0.1016285038525763,0.6365527082868093,24,-2.904634597622098,-0.4297443960825429,0.19616562976308194,False
KIF18B,KIF18B (146909),0.24240469760796418,0.25376011840497953,24,-1.1149811029167522,-0.0494389864788149,0.5955766317197678,False
KIF20A,KIF20A (10112),-0.2525647392795495,0.2337787172045738,24,-1.1765132936293017,-0.1869090088716901,0.6311950287658529,False
KIF23,KIF23 (9493),-0.3824987301605999,0.06508331476740538,24,-3.3937662528690407,-1.1772965984997286,1.1865303360588964,False
KIF4A,KIF4A (24137),0.09014082698071862,0.6753049513282113,24,-1.6294331661212127,-0.0661962949226131,0.17050006602594947,False
KIN,KIN (22944),-0.21433041709720607,0.31456126210148777,24,-2.1464426718979506,-0.9411861735768724,0.5022947613421975,False
KNL1,KNL1 (57082),-0.2104327933368708,0.32365136656158094,24,-1.535525963084155,-0.6153990489726425,0.4899225549092956,False
KNTC1,KNTC1 (9735),-0.13660643465451652,0.5244500110327889,24,-1.4582775840296762,0.0043070178641683,0.2802959011162671,False
KPNA2,KPNA2 (3838),-0.10349179964775841,0.6303500889984149,24,-1.1057458904236084,-0.1585518356251699,0.20041818151264082,False
KPNB1,KPNB1 (3837),-0.32154250439750054,0.1254835714281679,24,-3.3094772640362087,-1.2381749681620975,0.9014131292038658,False
KRAS,KRAS (3845),0.07484714796096865,0.7281493921750131,24,-2.3430685202587243,-0.0054987593312766,0.13777950867987895,False
