Gene,column,Pearson Correlation,p_value,n,min_score,max_score,minus_log10_p,selected_candidate
NELFB,NELFB (25920),0.216592676766859,0.3093575323812812,24,-1.729268850600509,-0.2230672546837617,0.5095393051109256,False
NELFCD,NELFCD (51497),0.18330098222460145,0.39125258329400986,24,-1.1269495914176373,-0.3396197727519693,0.40754278195251153,False
NEPRO,NEPRO (25871),-0.039613703141573364,0.8541873025086484,24,-1.92167300482251,-0.4570725640681025,0.06844688864721156,False
NFS1,NFS1 (9054),0.039391749301952106,0.8549958364752838,24,-2.047042967349435,-0.8344209702191722,0.06803600012587667,False
NFYB,NFYB (4801),-0.1767366879369827,0.40872398446601366,24,-1.3825285328709294,-0.2847698044452396,0.38856987656388153,False
NFYC,NFYC (4802),0.06427958941794931,0.765396173132068,24,-1.2329729908554237,-0.3612312806380245,0.11611371351442083,False
NGDN,NGDN (25983),0.26588852661926854,0.2091887099970174,24,-1.3688948063352682,-0.1397605637011097,0.6794617582287936,False
NHLRC2,NHLRC2 (374354),0.14818340837637206,0.48955060835419795,24,-1.7533150380223492,0.1811620491863304,0.31020240540759,False
NHP2,NHP2 (55651),0.24757344999263187,0.24346116811349508,24,-1.036019680136684,-0.3474857163032221,0.6135702985926544,False
NIFK,NIFK (84365),-0.07449981693693178,0.7293646736540942,24,-2.119473374200699,-1.3180500091794591,0.13705527530881267,False
NIP7,NIP7 (51388),0.1388386113248199,0.5176300910488485,24,-2.269047955680055,-0.8598107023785402,0.285980485050688,False
NKAP,NKAP (79576),-0.274533578071188,0.19420120314257958,24,-1.7202264646514993,-0.4828364642032801,0.7117480838174853,False
NLE1,NLE1 (54475),-0.023353403533083322,0.9137460404554597,24,-1.4516588624487776,-0.5529251765197002,0.03917449196247765,False
NMD3,NMD3 (51068),0.2550767520418198,0.22900313223749552,24,-1.4378931522089404,-0.7661220381599967,0.6401585774672854,False
NMNAT1,NMNAT1 (64802),0.1876820614514628,0.3798307168913183,24,-1.2787443221361117,0.1025388183614516,0.4204099168054875,False
NMT1,NMT1 (4836),-0.20517834761559092,0.3361548495761278,24,-1.2918632221824344,0.0703596457238753,0.4734606189653797,False
NOB1,NOB1 (28987),0.6080197707311161,0.0016219717312338457,24,-1.6179889730915689,-0.5745760064096536,2.7899567192223573,True
NOC2L,NOC2L (26155),0.39933168000584063,0.05321376881210245,24,-1.120024496346797,-0.2931222109674083,1.2739759815124774,False
NOC3L,NOC3L (64318),0.3151007418560143,0.1336729092179822,24,-1.2830033631349154,-0.2486653530432712,0.8739565999876315,False
NOC4L,NOC4L (79050),0.3757501166824965,0.0703744840649499,24,-1.12707547452102,-0.062437921289108,1.1525847760633914,False
NOL10,NOL10 (79954),0.4416649004156384,0.030717868126185603,24,-1.8013632775067632,-0.5155129008100058,1.5126089283918651,True
NOL11,NOL11 (25926),0.405961348821734,0.04903013860939452,24,-1.1243439176649757,-0.3062221657374117,1.3095368789910216,True
NOL6,NOL6 (65083),0.3656892671089422,0.07886354871690479,24,-1.5910373252853065,-0.4837660995088387,1.1031236843577268,False
NOL7,NOL7 (51406),0.11045255729592479,0.6073950859779534,24,-1.5556699776652538,-0.0707942524711496,0.21652872598589923,False
NOL8,NOL8 (55035),0.3887614158619008,0.06045112013670083,24,-1.064178508092767,0.0423546227007924,1.2185956474139443,False
NOL9,NOL9 (79707),0.5769508156528452,0.003161588021921404,24,-1.519737491340157,-0.4100792798828787,2.5000947224692665,True
NOM1,NOM1 (64434),0.24955081337624627,0.2395944985358852,24,-1.1437911322360557,-0.0041267507279959,0.6205231582482428,False
NOP10,NOP10 (55505),0.20068979929467806,0.34706128464853014,24,-1.299899783415175,-0.4215124244590424,0.4595938300084577,False
NOP14,NOP14 (8602),0.18660854564423943,0.38261167346361047,24,-1.2709559602773104,-0.4461904235122956,0.4172417838029951,False
NOP16,NOP16 (51491),0.34831542517399167,0.09531550454832831,24,-1.6648190082662515,-0.6605846579495047,1.0208364488674844,False
NOP2,NOP2 (4839),0.24015030129582904,0.2583390787711676,24,-1.425236292849104,-0.7021027205101893,0.5878098934358011,False
NOP53,NOP53 (29997),0.08845260895807938,0.6810709766295365,24,-1.1183062724622608,-0.1459582006356551,0.16680762648321829,False
NOP56,NOP56 (10528),0.29912983900571877,0.15562041784286887,24,-2.048167140314022,-0.4335287426377165,0.8079334229327461,False
NOP58,NOP58 (51602),0.3816995986953989,0.06569343664052792,24,-2.6813645157360657,-0.766723518324456,1.1824780181599825,False
NOP9,NOP9 (161424),0.5305304808820707,0.007652626296948849,24,-1.5119557879875043,-0.2883156352233251,2.1161894941886024,True
NOPCHAP1,NOPCHAP1 (121053),0.4137291936616323,0.044459666847773055,24,-1.001210424646803,0.0884433565064886,1.3520337959491264,True
NPAT,NPAT (4863),0.009461629959885753,0.9650011071190987,24,-1.6025500015128165,-0.5924718239677742,0.01547218840186592,False
NPEPPS,NPEPPS (9520),0.01783536271097541,0.9340766099216274,24,-1.120047747219922,-0.1428098467264283,0.02961750289005216,False
NPLOC4,NPLOC4 (55666),-0.13694308245189238,0.5234187248239277,24,-2.11550503646212,-1.091244269709577,0.28115074493219877,False
NPM1,NPM1 (4869),-0.004184150862297731,0.9897033065930456,12,-1.664583518386462,-0.0330970497430652,0.0044949787572077715,False
NR1H4,NR1H4 (9971),-0.3375620717949651,0.10670353989396367,24,-1.156209657015072,0.1174620896849441,0.971821172600706,False
NR2C2AP,NR2C2AP (126382),0.0885174145791992,0.6808493135902003,24,-1.012789359941346,0.1026540468339797,0.16694899604260732,False
NRBP1,NRBP1 (29959),-0.12318554042759083,0.5663341838424286,24,-1.6383144274890706,-0.3107214049486991,0.24692722363555586,False
NRDE2,NRDE2 (55051),0.07414499084734759,0.7306068329388149,24,-1.7607254527435134,-0.6887406188361442,0.13631627040257768,False
NRF1,NRF1 (4899),0.08702515379153455,0.6859599531293442,24,-1.418517111954243,-0.6976924733356988,0.16370123799968642,False
NSA2,NSA2 (10412),-0.11213457434458107,0.6019007050436992,24,-2.533194459479036,-0.8193135025103557,0.22047514795879752,False
NSF,NSF (4905),-0.11652029199890893,0.5876737033845794,24,-3.131949712755264,-1.5587184626029926,0.23086374221138292,False
NSL1,NSL1 (25936),-0.28358355684610836,0.17931491670089797,24,-2.10308711430029,-0.8792284095459595,0.746383581205093,False
NSMCE3,NSMCE3 (56160),0.13544991099539808,0.5280002611960716,24,-1.2478417455859672,0.0457972595646022,0.277365862625308,False
NUBP1,NUBP1 (4682),-0.09726929556536085,0.6511561074999239,24,-1.6908440281662918,-0.6417644004027245,0.18631488163395205,False
NUDC,NUDC (10726),-0.20427065803952837,0.338343662619284,24,-1.3371311972902964,-0.4108739826805467,0.47064195370171963,False
NUDT21,NUDT21 (11051),-0.40309667855797005,0.05080520554943629,24,-3.5073954983497964,-1.3053588881772429,1.2940917872126823,False
NUF2,NUF2 (83540),-0.08084630566536358,0.7072613498764574,24,-2.400631782071049,-0.8688133017452664,0.15042007441297994,False
NUFIP1,NUFIP1 (26747),0.3113358625933368,0.13863347065801596,24,-1.0273989953650369,-0.4888273275418904,0.8581319041600497,False
NUMA1,NUMA1 (4926),0.24902246175868442,0.2406237071313688,24,-1.2379017243983057,-0.3584108360405222,0.6186615866008092,False
NUP107,NUP107 (57122),0.11591135175051755,0.5896403959472967,24,-1.4188662953850983,-0.6896266490815854,0.2294127708477287,False
NUP133,NUP133 (55746),0.2104244035081851,0.32367110336808935,24,-2.1360548240451687,-1.1451674550297448,0.48989607170638566,False
NUP153,NUP153 (9972),0.08464963065610427,0.6941231050258558,24,-1.607072682866038,-0.2833953915736444,0.15856349915299855,False
NUP155,NUP155 (9631),0.024154520710131605,0.910798481197768,24,-1.820112791554264,-0.5925595885296454,0.040577702264161436,False
NUP160,NUP160 (23279),-0.19964135575811637,0.34963864681833756,24,-2.010952719927016,-0.6645554130531905,0.4563805692518524,False
NUP205,NUP205 (23165),-0.1723247084156604,0.42070521034883684,24,-2.028428044535086,-0.7779425395739873,0.3760221093004834,False
NUP214,NUP214 (8021),0.01631008895271544,0.9397038939492656,24,-1.8512433948847289,-1.0005775539044468,0.027008973509475075,False
NUP35,NUP35 (129401),0.12968188495813487,0.5458748706051538,24,-1.1724699433947028,-0.0361075676274183,0.2629068980162858,False
NUP43,NUP43 (348995),-0.28168129664738617,0.18237637412340313,24,-1.721343345831271,0.0440623323936356,0.7390314228738821,False
NUP50,NUP50 (10762),-0.09142078992650848,0.6709450601976271,24,-1.598372218630872,-0.1303923003708477,0.17331304023318597,False
NUP54,NUP54 (53371),-0.10099030627313522,0.6386826533976906,24,-1.5768602934583356,-0.1250126703468826,0.19471487910734628,False
NUP58,NUP58 (9818),-0.34281438045944873,0.10102231382356441,24,-1.1914908475304649,-0.3772104875869229,0.9955826885924468,False
NUP62,NUP62 (23636),-0.2187574211149971,0.30442794864647155,24,-1.6485022549253483,-0.3084904462034163,0.5165154787551194,False
NUP85,NUP85 (79902),-0.24149705382706554,0.25559729578982054,24,-2.0823057677206576,-0.8388847885131735,0.5924437453093006,False
NUP88,NUP88 (4927),-0.1903849534906609,0.37288022154385775,24,-2.0317739107613217,-0.9439116789290116,0.4284306520427355,False
NUP93,NUP93 (9688),0.23450088959468085,0.2700462980463013,24,-2.224447024166812,-0.9907782356604348,0.5685617719065184,False
NUP98,NUP98 (4928),-0.3504523600107846,0.09316462857788703,24,-1.359160399864194,-0.5501942659473795,1.030748943109659,False
NUS1,NUS1 (116150),-0.25175764941945095,0.23532690006577167,24,-2.1105536485365683,-1.0103012000574911,0.6283284260649916,False
NUTF2,NUTF2 (10204),0.08799071892122193,0.6826515797161762,24,-2.35277366264286,-0.96415027005498,0.16580090044089296,False
NVL,NVL (4931),-0.08955407445733936,0.6773069870242103,24,-2.0266347338174797,-0.6551653094838246,0.1692144442365326,False
NXF1,NXF1 (10482),-0.30032957894096746,0.1538886368409192,24,-2.141918366712309,-0.8697371881855827,0.8127934473516291,False
NXT1,NXT1 (29107),0.09616914651388994,0.654861646026223,24,-1.66493469475501,0.1497467833549803,0.18385044461004796,False
OGDH,OGDH (4967),-0.018213986804865655,0.9326801935747159,24,-1.391385580348183,-0.2828222479651004,0.030267245830198977,False
OGT,OGT (8473),0.1446559484462926,0.5000595141610364,24,-1.9122467562812344,-0.8736784431044899,0.3009783053967566,False
OIP5,OIP5 (11339),-0.008603213609547689,0.9681747738212276,24,-1.898309011955628,0.076632668333703,0.01404623726315768,False
OPA1,OPA1 (4976),-0.03415273299749345,0.8741199575295507,24,-1.1645240635222307,-0.2544696144872899,0.05842896402658809,False
OR2T2,OR2T2 (401992),0.13455931375146563,0.5404513524396932,23,-1.0957477978004455,-0.0043144670714245,0.26724339203044495,False
OR7A10,OR7A10 (390892),0.02449057100864052,0.9116806210708943,23,-1.0014736675375722,-0.2395756856124047,0.04015727658289252,False
ORC1,ORC1 (4998),-0.0638421840059668,0.766949428220984,24,-1.636750199043758,-0.8572582393617545,0.1152332719945131,False
ORC6,ORC6 (23594),-0.20128387400023978,0.3456058899886867,24,-3.273701157722316,-0.7740523275262996,0.4614188646659808,False
OSGEP,OSGEP (55644),0.48368815852908736,0.01663444450508888,24,-1.7062394681608242,-0.4056458393085645,1.7789916974944515,True
OXA1L,OXA1L (5018),-0.12570259514584886,0.558366603627763,24,-1.2906157851097384,-0.1195882231489259,0.253080565123279,False
OXSM,OXSM (54995),0.3579954283380721,0.08586118504511901,24,-1.172745810560828,0.170711451530772,1.066203121738197,False
PABPC1,PABPC1 (26986),-0.19958205399793516,0.349784763483423,24,-1.6339485075297184,-0.0367019136031598,0.4561991121792145,False
PABPN1,PABPN1 (8106),-0.6981096021215563,0.0001487362158617847,24,-2.10138196646368,-1.048813145879088,3.82758327200311,False
PAF1,PAF1 (54623),-0.09593796115806084,0.6556413378849643,24,-1.2649050311467005,-0.512658864971874,0.18333367217084412,False
PAFAH1B1,PAFAH1B1 (5048),0.11780247158272764,0.5835419089480942,24,-2.920187668250826,-0.4868165926659624,0.2339279482367627,False
PAICS,PAICS (10606),-0.10480299596704319,0.6259997682650095,24,-1.713598495926821,-0.0544526134769033,0.20342582755833435,False
PAK1IP1,PAK1IP1 (55003),0.2342823669994894,0.2705058246891649,24,-1.97320067139183,-0.4552538858833851,0.5678233789746828,False
PAK2,PAK2 (5062),0.2563018092277622,0.22669777066292182,24,-1.201228016078882,0.0549662072547399,0.6445527506875625,False
PAM16,PAM16 (51025),0.059789289754187305,0.7813822305858881,24,-2.4279157214676874,-0.4493380312038352,0.10713646929019871,False
PARD6B,PARD6B (84612),-0.14575267900915134,0.4967802939861655,24,-1.025629273684555,0.0436976682574773,0.3038356398500102,False
PARS2,PARS2 (25973),-0.12508667286455658,0.5603115763937657,24,-1.3102873801296335,-0.0176884697758361,0.2515704046393456,False
PAXBP1,PAXBP1 (94104),-0.28859716131189567,0.17141684110207284,24,-1.6205165017592753,-0.3028419489704823,0.7659465124104848,False
PCBP1,PCBP1 (5093),-0.03806806054669215,0.8598206869876599,24,-2.0490984148389586,-0.828264161408178,0.06559211011863027,False
PCBP2,PCBP2 (5094),-0.2887228242300581,0.1712220447205767,24,-2.278505984478191,0.190992838644854,0.7664403209429862,False
PCF11,PCF11 (51585),-0.09811672637064289,0.6483072274334016,24,-1.4683903399328098,-0.4511273103542536,0.18821913678526764,False
PCID2,PCID2 (55795),-0.03803814480881007,0.8599297868850632,24,-1.9203714737132929,-0.6712951014673869,0.06553700737645708,False
PCNA,PCNA (5111),0.16542043384552763,0.4398334691307975,24,-4.195505926739751,-1.447531120933558,0.3567117260762573,False
PCNX3,PCNX3 (399909),0.004687446335564088,0.9826570714819938,24,-1.1517977342654526,0.0312843897610274,0.007598016193538609,False
PCYT1A,PCYT1A (5130),0.1884950999717264,0.37773224245001646,24,-1.5115066734991496,0.0834133940479143,0.4228159431034082,False
PDCD11,PDCD11 (22984),0.17806687724167888,0.40514915243855565,24,-2.126872680898732,-0.7601677631780077,0.3923850652886299,False
PDCD2,PDCD2 (5134),0.32447748666993825,0.12187545077709401,24,-2.401259285855742,-0.1016868811256213,0.9140837649783917,False
PDCD6IP,PDCD6IP (10015),-0.051365401876437,0.8116005813274609,24,-1.2433079710572232,-0.0081285026296029,0.0906576505652342,False
PDCD7,PDCD7 (10081),-0.06813356978683777,0.7517489548778519,24,-1.3619056124462778,-0.5820513043510667,0.12392716700675628,False
PDE12,PDE12 (201626),0.024606698285136754,0.9091352807069236,24,-1.1724478999992232,-0.1708013708282017,0.04137148829273032,False
PDE4DIP,PDE4DIP (9659),-0.08226639151825585,0.7023460664924843,24,-1.4757627960072572,-0.1784978772487489,0.153448845513135,False
PDGFRA,PDGFRA (5156),0.14330146844812494,0.5041240896417122,24,-1.067913186069132,0.0170372679909266,0.2974625492420744,False
PDPK1,PDPK1 (5170),0.037209831024093316,0.8629515506244834,24,-2.057464197795708,-0.2529375084203221,0.06401358654098578,False
PDRG1,PDRG1 (81572),0.08278175979292743,0.7005650910354295,24,-2.5512638453238345,-0.6260169447803765,0.15455150725298833,False
PDS5A,PDS5A (23244),0.1319740903634231,0.5387382442892394,24,-1.5815132713787858,0.0719985559151626,0.26862219338994275,False
PELO,PELO (53918),-0.17968802370890952,0.4008159778952561,24,-2.2736662274364927,-0.2283497354421974,0.39705497433284676,False
PELP1,PELP1 (27043),0.004605904391887794,0.9829587227931632,24,-1.36322368587025,-0.1195952863329264,0.007464719034134654,False
PES1,PES1 (23481),0.3659612438672533,0.0786243325115873,24,-1.990400784134967,-0.453360245392348,1.1044430285134774,False
PFAS,PFAS (5198),-0.26408054301706024,0.2124189129327126,24,-1.0946136824329744,0.0966697996116508,0.6728068180206928,False
PFDN1,PFDN1 (5201),-0.33672239746122756,0.1076331669113619,24,-1.1465539637847626,-0.0881800077645781,0.9680538812063695,False
PFDN2,PFDN2 (5202),-0.3723351450183926,0.07317387876795979,24,-2.753002220510808,-1.1388739445688794,1.1356439234704419,False
PFDN5,PFDN5 (5204),-0.3611293429193554,0.0829566833555345,24,-1.4219620877126082,-0.4605343575752064,1.0811486195551694,False
PFDN6,PFDN6 (10471),-0.19923046897413496,0.35065179183096196,24,-2.454645754433343,-1.0489352311914022,0.4551239375143473,False
PFN1,PFN1 (5216),-0.05282325147076261,0.806350960545331,24,-1.5634624771079606,-0.1062576911186938,0.0934758923719713,False
PGD,PGD (5226),-0.020828230026811112,0.9230439855135317,24,-1.809222825267761,-0.1968491483402449,0.0347776031878943,False
PGK1,PGK1 (5230),0.20054346348263236,0.34742034147432077,24,-1.62476907235268,-0.0263507809796417,0.45914475718591163,False
PGS1,PGS1 (9489),0.10219315130979388,0.6346705578849111,24,-1.0430572494426436,-0.0073435050678338,0.19745164796727172,False
PHAX,PHAX (51808),0.06584981829154318,0.7598274510211561,24,-1.3664269263435154,-0.4773698806896982,0.11928502032110837,False
PHB1,PHB1 (5245),0.015164748279833279,0.9439313237912466,24,-2.8250105352125368,-0.9601308611562552,0.025059601870856197,False
PHB2,PHB2 (11331),0.0069537550311621135,0.974274292783735,24,-3.296408452784135,-1.060841014070613,0.011318756599789152,False
PHF5A,PHF5A (84844),-0.3558333236062268,0.08790909220371822,24,-3.2443909114679763,-2.1804440746734697,1.0559662046794174,False
PI4KA,PI4KA (5297),-0.3928032334885206,0.05759926879740885,24,-1.3134202624530058,-0.1809684843254951,1.2395830297584913,False
PIK3C3,PIK3C3 (5289),-0.05413195630215763,0.8016452948945054,24,-1.3398628528825165,-0.0483124405938579,0.0960177520968482,False
PIK3CA,PIK3CA (5290),0.1901284941691762,0.3735365426236981,24,-1.2682451700200663,-0.0231754303395666,0.42766690527156237,False
PIK3CB,PIK3CB (5291),-0.3216982684390702,0.12529016080521288,24,-1.291971124851178,-0.0102564830920189,0.9020830333616705,False
PISD,PISD (23761),0.0749342923868827,0.7278445808824245,24,-1.065344791565359,-0.2065409990126878,0.13796134715830194,False
PKM,PKM (5315),0.10182521068527582,0.6358967731703271,24,-1.2189384152601934,-0.1518685199450116,0.1966133788186772,False
PKMYT1,PKMYT1 (9088),0.19103708156837912,0.371214314432012,24,-2.3834629371413176,0.1868362742017781,0.43037528525766944,False
PKN2,PKN2 (5586),0.24545396879384646,0.24765076200956923,24,-1.2924111484895695,0.0860026284249931,0.6061603313760863,False
PLK1,PLK1 (5347),-0.012467144665002504,0.9538937330866806,24,-4.065245106502965,-1.7979832472929251,0.020500004441253383,False
PLK4,PLK4 (10733),0.17576330170760857,0.41135094549090523,24,-1.6790539715355957,-0.5227617492959006,0.3857875001299737,False
PLRG1,PLRG1 (5356),-0.46350101505885477,0.02253747465320938,24,-1.6667782181551232,-0.7170621580020091,1.6470947486989367,False
PMF1,PMF1 (11243),-0.09151275760111996,0.6706321883568951,24,-2.0581628233276,-0.8274850462363652,0.1735156055593088,False
PMPCA,PMPCA (23203),-0.18394415912408063,0.3895637352086021,24,-2.860269815162292,-0.4602161364321283,0.40942147872319606,False
PMPCB,PMPCB (9512),0.031789412798070224,0.8827699308606293,24,-2.9960487289373425,-1.063596110900606,0.0541524683102341,False
PNKP,PNKP (11284),0.22558707881048642,0.28919534204805025,24,-1.123281425325974,0.1182418968230115,0.538808706326054,False
PNN,PNN (5411),0.04037928313050431,0.8513995434026931,24,-1.175610343548573,-0.5401981529942559,0.06986658706673299,False
PNO1,PNO1 (56902),-0.2803029303392908,0.1846170760468228,24,-1.2698461047881306,-0.7427641694466361,0.7337281316420325,False
PNPT1,PNPT1 (87178),-0.36257141983508473,0.08164530821065247,24,-1.6944173713832984,-0.3250410804983201,1.0880687671645348,False
POLA1,POLA1 (5422),0.24640223916362206,0.24577054688953287,24,-1.1629778539084508,-0.4891932915226805,0.6094701641256242,False
POLA2,POLA2 (23649),0.07402068887380192,0.7310421393492009,24,-2.136522404546011,-0.9823959974024392,0.13605758835081092,False
POLD1,POLD1 (5424),0.0486492497887301,0.8214021438506568,24,-2.6432664300301982,-1.291673506040828,0.08544416797701546,False
POLD2,POLD2 (5425),-0.1311255788325023,0.5413749482830279,24,-1.8297834363192345,-0.6139942212932623,0.2665018447497885,False
POLD3,POLD3 (10714),0.11522473208516215,0.5918613468265553,24,-2.5670814658776964,-0.8201235373468457,0.2277800219272505,False
POLE,POLE (5426),-0.23665466863750162,0.2655438044426871,24,-2.363084557273055,-1.0874726065094733,0.575863826904389,False
POLE2,POLE2 (5427),0.12457554134480057,0.5619279525516747,24,-2.15490091110129,-1.0012089888629725,0.25031936381717484,False
POLE3,POLE3 (54107),0.11152970088942282,0.6038741505223998,24,-1.2658593293525358,0.306941111488637,0.21905356043267493,False
POLQ,POLQ (10721),0.02865574415620199,0.8942593699903059,24,-1.245326921643795,-0.0593340412355483,0.04853650064640559,False
POLR1A,POLR1A (25885),0.37361551233887974,0.07211455807861913,24,-1.9069980762869017,-0.8871794616773527,1.1419770535192133,False
POLR1B,POLR1B (84172),0.07914302052754077,0.7131718457144568,24,-1.8222134420268992,-0.7588305231827013,0.14680581004547885,False
POLR1C,POLR1C (9533),0.4282553940577269,0.036814313079901836,24,-2.265317212926724,-0.6406434450064087,1.4339832986340093,True
POLR1E,POLR1E (64425),0.09496156851759614,0.6589381463199439,24,-1.2258764281451118,-0.0081080003810548,0.18115535015967532,False
POLR1F,POLR1F (221830),-0.2074862473619381,0.33062782876548236,24,-2.9612154461494606,-1.41435070407103,0.480660594894511,False
POLR1H,POLR1H (30834),0.14712832490188182,0.4926822429362498,24,-1.423252250840663,-0.5419925768150597,0.30743309011756625,False
POLR2B,POLR2B (5431),-0.22852522054216873,0.2827918860618328,24,-2.793362922941579,-1.6043882880015985,0.5485330555863316,False
POLR2C,POLR2C (5432),-0.45288718595741784,0.026260327407219033,24,-3.061627540908187,-1.69413394736635,1.5806998635373941,False
POLR2D,POLR2D (5433),-0.30196238140756976,0.15155368814116604,24,-2.883765684594249,-1.4360406002942765,0.8194334903760875,False
POLR2E,POLR2E (5434),-0.42053618442206786,0.040735476073005795,24,-2.509442417231334,-1.2781206241247267,1.3900272037507553,False
POLR2F,POLR2F (5435),-0.18228934678022404,0.3939172721531924,24,-2.334467171134273,-1.3177309499540408,0.40459497619424367,False
POLR2G,POLR2G (5436),-0.10837436595835823,0.6142121567350332,24,-2.879961612789708,-1.1370495980119613,0.21168159207612394,False
POLR2H,POLR2H (5437),-0.44654765741069885,0.028709565872969578,24,-2.2557576523254994,-1.0672698629550832,1.541973374567208,False
POLR2I,POLR2I (5438),0.1086361823195414,0.6133515987964725,24,-2.7558890833670096,-0.6648848110062726,0.21229049833229838,False
POLR2K,POLR2K (5440),-0.20567470881439326,0.3464520207271683,23,-1.9537760677260083,-0.9226287983679592,0.46035690124326,False
POLR2L,POLR2L (5441),-0.15756783000344665,0.4621409749114077,24,-3.2632155138622307,-1.408468476171037,0.33522552382276105,False
POLR2M,POLR2M (81488),0.02602562804093901,0.9039186056320652,24,-1.1044981342999822,-0.0864848824921779,0.04387067429933823,False
POLR3A,POLR3A (11128),0.20760752771069552,0.3303389044105928,24,-3.171450672025349,-1.7108431491767202,0.4810402759123591,False
POLR3B,POLR3B (55703),0.01099757333358714,0.9593238600494688,24,-2.129904780907939,-1.136156424323341,0.018034753738139522,False
POLR3C,POLR3C (10623),-0.08072083926880151,0.7076961708392084,24,-1.4824935710412106,-0.5103612673080207,0.1501531542434083,False
POLR3E,POLR3E (55718),-0.08927845757499435,0.6782481420376841,24,-1.2686036250440036,0.1189936385384806,0.16861138725141836,False
POLR3F,POLR3F (10621),-0.10980937280312568,0.6095015618727485,24,-1.978455472170176,-0.8857877410334855,0.21502517714675265,False
POLR3H,POLR3H (171568),0.25935282925631997,0.22102331928497573,24,-2.2994925711550978,-0.7384712221551134,0.655561903226584,False
POLR3K,POLR3K (51728),0.09869657387070117,0.6463606568612149,24,-2.8030863563535133,-0.6890713786082739,0.1895250863734477,False
POLRMT,POLRMT (5442),0.2152546395353275,0.31242890589494565,24,-1.1427956615172106,-0.0567982277836421,0.505248792048517,False
POM121C,POM121C (100101267),-0.3819911034849605,0.0654703726242172,24,-1.3267256090477209,-0.1425227703199482,1.1839551872866358,False
POMP,POMP (51371),0.08024480502516658,0.7093467379632976,24,-1.4010552646237724,-0.3229292463376675,0.14914142409220682,False
POP1,POP1 (10940),0.519152043565344,0.009332636149995703,24,-1.4435787061205114,-0.7700941078503196,2.029995665611619,True
POP4,POP4 (10775),0.1724062961853277,0.42048192555615377,24,-1.2329902590426154,-0.2615414680302605,0.37625266764236376,False
POP5,POP5 (51367),0.41297501303560025,0.04488818857974526,24,-2.1300643944950317,-0.5008269408559922,1.347867919786449,True
POP7,POP7 (10248),0.4600510230490839,0.023697576256232446,24,-1.3322941163466813,-0.0954280268814394,1.625296070545672,True
PPA1,PPA1 (5464),0.3350294258666243,0.10952560912116327,24,-1.2252112969302325,-0.0885023982514668,0.9604843228361654,False
PPA2,PPA2 (27068),0.25239021722321764,0.23411292019180974,24,-1.0631997530965085,0.1174970554616315,0.630574617857536,False
PPAN,PPAN (56342),0.5162302777909357,0.00981013594023394,24,-1.602578370543169,-0.6747061129251611,2.0083249745074707,True
PPAT,PPAT (5471),-0.3124251178294938,0.1371849340242303,24,-1.9206473435559444,-0.3225304835700558,0.8626935812634937,False
PPIA,PPIA (5478),-0.018035058730120415,0.934904365708211,23,-1.4497039675643912,-0.0446067401453044,0.029232812196386255,False
PPIE,PPIE (10450),0.2614873226621372,0.2171102498487036,24,-1.1617155179485523,-0.3234551407286088,0.6633196728714511,False
PPIL1,PPIL1 (51645),-0.37978782081120654,0.06717082115038045,24,-2.082834996638278,0.1561337818377396,1.1728193425022717,False
PPIL2,PPIL2 (23759),-0.30565168354747796,0.1463705095336355,24,-1.952047702388316,-1.0956480725103646,0.8345464153332617,False
PPIL4,PPIL4 (85313),-0.04842960931589291,0.8221958978084357,24,-1.7146169910874214,-0.2518889218118746,0.08502469438077784,False
PPP1CA,PPP1CA (5499),-0.01234304775467035,0.9543522026659372,24,-1.406138593495014,-0.4995531913010399,0.02029131979689776,False
PPP1CB,PPP1CB (5500),-0.05917807721908079,0.7835650415606152,24,-2.4476008907401194,-0.5524658621111831,0.10592494811884141,False
PPP1R10,PPP1R10 (5514),-0.33103782391400594,0.1140841271449375,24,-1.9403800837029168,-0.8330699149607201,0.9427747760278792,False
PPP1R11,PPP1R11 (6992),-0.16682183557325003,0.43591382574033233,24,-1.6463127370300343,-0.6075393947697045,0.36059935638375434,False
PPP1R12A,PPP1R12A (4659),-0.12860397893630618,0.5492458534871079,24,-2.3796735001473275,-0.1210914933999334,0.2602332130864976,False
PPP1R14B,PPP1R14B (26472),-0.30010234427344834,0.15421559169743498,24,-1.1222391550475872,-0.2590254081691019,0.8118717154819275,False
PPP1R15B,PPP1R15B (84919),-0.43069408576535295,0.03563969530376562,24,-2.228510051087285,-0.2495468275803006,1.4480660175548852,False
PPP1R2,PPP1R2 (5504),0.0019520389432270274,0.9927772780887872,24,-1.5548218624681225,-0.2520747563807017,0.003148171188600036,False
PPP1R7,PPP1R7 (5510),0.2989629962314295,0.15586233386695036,24,-1.6436747519050603,0.2656752422003743,0.8072588249661461,False
PPP1R8,PPP1R8 (5511),-0.41866326975425117,0.04173472907273572,24,-2.725537627420473,-0.5810842388139266,1.3795024014414685,False
PPP2CA,PPP2CA (5515),-0.34557987835525095,0.09812257762452777,24,-3.549625201476565,-0.0894828372855321,1.0082310516457877,False
PPP2R1A,PPP2R1A (5518),-0.13764125816824316,0.5212830238648495,24,-2.413477013293185,0.1594102899355609,0.2829264181036112,False
PPP2R2A,PPP2R2A (5520),-0.08228934338206981,0.7022667185409461,24,-1.211236822063077,1.0555322893589931,0.15349791295422227,False
PPP4C,PPP4C (5531),-0.13204599382615623,0.5385150836796957,24,-1.6020675378159708,-0.4863259177524182,0.26880212771026113,False
